periodo,variable,tipo_variable,metrica,valor,p_valor,n_referencia,n_actual
2025-02,huella_consulta,numerica,Jensen-Shannon,0.0422088063541643,,3319,1094
2025-02,saldo_mora,numerica,KS,0.004510409285690131,1.0,3319,1094
2025-02,saldo_mora,numerica,PSI,0.0,,3319,1094
2025-02,saldo_mora,numerica,Jensen-Shannon,0.0,,3319,1094
2025-02,saldo_total,numerica,KS,0.0444469750649526,0.077563322893728,3319,1094
2025-02,saldo_total,numerica,PSI,0.015439996558964579,,3319,1094
2025-02,saldo_total,numerica,Jensen-Shannon,0.07261168154051344,,3319,1094
2025-02,saldo_principal,numerica,KS,0.051292088179457296,0.02948978040690988,3319,1094
2025-02,saldo_principal,numerica,PSI,0.014831169073871645,,3319,1094
2025-02,saldo_principal,numerica,Jensen-Shannon,0.07414253863659068,,3319,1094
2025-02,saldo_mora_codeudor,numerica,KS,0.0009842519685039353,1.0,3319,1094
2025-02,saldo_mora_codeudor,numerica,PSI,0.0,,3319,1094
2025-02,saldo_mora_codeudor,numerica,Jensen-Shannon,0.0,,3319,1094
2025-02,creditos_sectorFinanciero,numerica,KS,0.051877644254205324,0.022845943592767173,3319,1094
2025-02,creditos_sectorFinanciero,numerica,PSI,0.021401370375589177,,3319,1094
2025-02,creditos_sectorFinanciero,numerica,Jensen-Shannon,0.062277632032574075,,3319,1094
2025-02,creditos_sectorCooperativo,numerica,KS,0.024052970735772616,0.7162793379899236,3319,1094
2025-02,creditos_sectorCooperativo,numerica,PSI,0.001270778394255822,,3319,1094
2025-02,creditos_sectorCooperativo,numerica,Jensen-Shannon,0.026829802927801114,,3319,1094
2025-02,creditos_sectorReal,numerica,KS,0.030570484160500788,0.4152566848806213,3319,1094
2025-02,creditos_sectorReal,numerica,PSI,0.014760749758184862,,3319,1094
2025-02,creditos_sectorReal,numerica,Jensen-Shannon,0.05229953820430052,,3319,1094
2025-02,promedio_ingresos_datacredito,numerica,KS,0.13220939877002752,7.176726903753685e-10,3319,1094
2025-02,promedio_ingresos_datacredito,numerica,PSI,0.2899741485322283,,3319,1094
2025-02,promedio_ingresos_datacredito,numerica,Jensen-Shannon,0.2508474267095843,,3319,1094
2025-02,ratio_cuota_salario,numerica,KS,0.023659984418455515,0.7352106873145776,3319,1094
2025-02,ratio_cuota_salario,numerica,PSI,0.02132648597455051,,3319,1094
2025-02,ratio_cuota_salario,numerica,Jensen-Shannon,0.07004120316550667,,3319,1094
2025-02,ratio_endeudamiento,numerica,KS,0.08659158961016877,8.110115108109004e-06,3319,1094
2025-02,ratio_endeudamiento,numerica,PSI,0.034442235966192856,,3319,1094
2025-02,ratio_endeudamiento,numerica,Jensen-Shannon,0.09848887245397873,,3319,1094
2025-02,ratio_capital_salario,numerica,KS,0.053415654538055746,0.017524775597198207,3319,1094
2025-02,ratio_capital_salario,numerica,PSI,0.012589579033638028,,3319,1094
2025-02,ratio_capital_salario,numerica,Jensen-Shannon,0.07052240555807891,,3319,1094
2025-02,carga_total,numerica,KS,0.07081072067679778,0.0004923766020239202,3319,1094
2025-02,carga_total,numerica,PSI,0.028243028786580797,,3319,1094
2025-02,carga_total,numerica,Jensen-Shannon,0.0811799297657934,,3319,1094
2025-02,total_creditos_sectores,numerica,KS,0.03647163607901549,0.21722397345114408,3319,1094
2025-02,total_creditos_sectores,numerica,PSI,0.021896718181268274,,3319,1094
2025-02,total_creditos_sectores,numerica,Jensen-Shannon,0.06314534028339867,,3319,1094
2025-02,diferencia_ingresos,numerica,KS,0.08561913335491178,0.0002169816845193526,3319,1094
2025-02,diferencia_ingresos,numerica,PSI,0.034190125688387675,,3319,1094
2025-02,diferencia_ingresos,numerica,Jensen-Shannon,0.08685516834585594,,3319,1094
2025-02,ratio_ingresos_declarados,numerica,KS,0.07534640363818879,0.0017066378272947173,3319,1094
2025-02,ratio_ingresos_declarados,numerica,PSI,0.03730851426959461,,3319,1094
2025-02,ratio_ingresos_declarados,numerica,Jensen-Shannon,0.09144023804569304,,3319,1094
2025-02,sin_historial_ingresos,numerica,KS,0.04978620132382783,0.03247825946895995,3319,1094
2025-02,sin_historial_ingresos,numerica,PSI,0.0,,3319,1094
2025-02,sin_historial_ingresos,numerica,Jensen-Shannon,0.0,,3319,1094
2025-02,dia_semana_prestamo,numerica,KS,0.11899357364638696,1.307005387814843e-10,3319,1094
2025-02,dia_semana_prestamo,numerica,PSI,0.06849828119526379,,3319,1094
2025-02,dia_semana_prestamo,numerica,Jensen-Shannon,0.11090635815778568,,3319,1094
2025-02,tipo_credito,categorica,Chi2,100.28846181373473,8.539528062743818e-21,3319,1094
2025-02,tipo_laboral,categorica,Chi2,6.260534913932469,0.01234569218310971,3319,1094
2025-02,tendencia_ingresos,categorica,Chi2,90.84673460921688,5.122423660752551e-10,3319,1094
2025-02,probabilidad_predicha,prediccion,PSI,0.010533913310488514,,3319,1094
2025-02,probabilidad_predicha,prediccion,Jensen-Shannon,0.07028002339551644,,3319,1094
2025-02,tasa_aprobacion,agregado,diferencia_pct_puntos,-0.1598188481035212,,3319,1094
2025-03,capital_prestado,numerica,KS,0.03247966254896051,0.33319382663796965,3319,1115
2025-03,capital_prestado,numerica,PSI,0.017292906553761287,,3319,1115
2025-03,capital_prestado,numerica,Jensen-Shannon,0.08158416992723441,,3319,1115
2025-03,plazo_meses,numerica,KS,0.1634078555726845,6.262476093803595e-20,3319,1115
2025-03,plazo_meses,numerica,PSI,0.09691515706408871,,3319,1115
2025-03,plazo_meses,numerica,Jensen-Shannon,0.1333818024040119,,3319,1115
2025-03,edad_cliente,numerica,KS,0.018830567854329683,0.9218222279132194,3319,1115
2025-03,edad_cliente,numerica,PSI,0.005340540027847869,,3319,1115
2025-03,edad_cliente,numerica,Jensen-Shannon,0.06641948989152476,,3319,1115
2025-03,salario_cliente,numerica,KS,0.09563823994746917,4.237528096172812e-07,3319,1115
2025-03,salario_cliente,numerica,PSI,0.051829007872261884,,3319,1115
2025-03,salario_cliente,numerica,Jensen-Shannon,0.11485400378249323,,3319,1115
2025-03,total_otros_prestamos,numerica,KS,0.11857021065019047,1.1063469572502626e-10,3319,1115
2025-03,total_otros_prestamos,numerica,PSI,0.07656586868254166,,3319,1115
2025-03,total_otros_prestamos,numerica,Jensen-Shannon,0.12585364007391184,,3319,1115
2025-03,cuota_pactada,numerica,KS,0.08826528061696681,4.124292100075669e-06,3319,1115
2025-03,cuota_pactada,numerica,PSI,0.050693753860609606,,3319,1115
2025-03,cuota_pactada,numerica,Jensen-Shannon,0.12182988993698049,,3319,1115
2025-03,puntaje_datacredito,numerica,KS,0.027267452528160097,0.5531891712984571,3319,1115
2025-03,puntaje_datacredito,numerica,PSI,0.018024004061740848,,3319,1115
2025-03,puntaje_datacredito,numerica,Jensen-Shannon,0.06756841463509836,,3319,1115
2025-03,cant_creditosvigentes,numerica,KS,0.02193323668455971,0.8063611198611075,3319,1115
2025-03,cant_creditosvigentes,numerica,PSI,0.005122053827139728,,3319,1115
2025-03,cant_creditosvigentes,numerica,Jensen-Shannon,0.04564101202717948,,3319,1115
2025-03,huella_consulta,numerica,KS,0.06479313964847044,0.0017101633523353417,3319,1115
2025-03,huella_consulta,numerica,PSI,0.046544279303284385,,3319,1115
2025-03,huella_consulta,numerica,Jensen-Shannon,0.1000454672925039,,3319,1115
2025-03,saldo_mora,numerica,KS,0.009417773237997862,0.9999990220573025,3319,1115
2025-03,saldo_mora,numerica,PSI,0.0,,3319,1115
2025-03,saldo_mora,numerica,Jensen-Shannon,0.0,,3319,1115
2025-03,saldo_total,numerica,KS,0.04965850426524587,0.032867856659477966,3319,1115
2025-03,saldo_total,numerica,PSI,0.01387721220338515,,3319,1115
2025-03,saldo_total,numerica,Jensen-Shannon,0.07376331883897105,,3319,1115
2025-03,saldo_principal,numerica,KS,0.055359734124486026,0.013733935659611157,3319,1115
2025-03,saldo_principal,numerica,PSI,0.02696659067853803,,3319,1115
2025-03,saldo_principal,numerica,Jensen-Shannon,0.07993167039382985,,3319,1115
2025-03,saldo_mora_codeudor,numerica,KS,0.0009842519685039353,1.0,3319,1115
2025-03,saldo_mora_codeudor,numerica,PSI,0.0,,3319,1115
2025-03,saldo_mora_codeudor,numerica,Jensen-Shannon,0.0,,3319,1115
2025-03,creditos_sectorFinanciero,numerica,KS,0.0512275430089294,0.02398567597545157,3319,1115
2025-03,creditos_sectorFinanciero,numerica,PSI,0.016075056106018074,,3319,1115
2025-03,creditos_sectorFinanciero,numerica,Jensen-Shannon,0.05648789971650384,,3319,1115
2025-03,creditos_sectorCooperativo,numerica,KS,0.016987936017250904,0.9653722338381229,3319,1115
2025-03,creditos_sectorCooperativo,numerica,PSI,0.0005379477141381615,,3319,1115
2025-03,creditos_sectorCooperativo,numerica,Jensen-Shannon,0.02545712414175855,,3319,1115
2025-03,creditos_sectorReal,numerica,KS,0.028474998547566188,0.49672031383429943,3319,1115
2025-03,creditos_sectorReal,numerica,PSI,0.007501490853844731,,3319,1115
2025-03,creditos_sectorReal,numerica,Jensen-Shannon,0.040907922450962954,,3319,1115
2025-03,promedio_ingresos_datacredito,numerica,KS,0.13606172920493315,2.479856504613708e-10,3319,1115
2025-03,promedio_ingresos_datacredito,numerica,PSI,0.5466604757600575,,3319,1115
2025-03,promedio_ingresos_datacredito,numerica,Jensen-Shannon,0.30546394017375733,,3319,1115
2025-03,ratio_cuota_salario,numerica,KS,0.024595907689432872,0.6833406539893588,3319,1115
2025-03,ratio_cuota_salario,numerica,PSI,0.015806221447256585,,3319,1115
2025-03,ratio_cuota_salario,numerica,Jensen-Shannon,0.06716479707767797,,3319,1115
2025-03,ratio_endeudamiento,numerica,KS,0.06256097507979719,0.002803234336870218,3319,1115
2025-03,ratio_endeudamiento,numerica,PSI,0.028147541042330887,,3319,1115
2025-03,ratio_endeudamiento,numerica,Jensen-Shannon,0.09196838706518862,,3319,1115
2025-03,ratio_capital_salario,numerica,KS,0.06738601869938665,0.000981870283948593,3319,1115
2025-03,ratio_capital_salario,numerica,PSI,0.038505379697265564,,3319,1115
2025-03,ratio_capital_salario,numerica,Jensen-Shannon,0.09471967940212168,,3319,1115
2025-03,carga_total,numerica,KS,0.050219021400216,0.028794883413987976,3319,1115
2025-03,carga_total,numerica,PSI,0.016599954974229374,,3319,1115
2025-03,carga_total,numerica,Jensen-Shannon,0.0742412933684987,,3319,1115
2025-03,total_creditos_sectores,numerica,KS,0.0317770899171369,0.359052524344484,3319,1115
2025-03,total_creditos_sectores,numerica,PSI,0.009333301626461607,,3319,1115
2025-03,total_creditos_sectores,numerica,Jensen-Shannon,0.04475552776430985,,3319,1115
2025-03,diferencia_ingresos,numerica,KS,0.13159275780635016,1.083921905213994e-09,3319,1115
2025-03,diferencia_ingresos,numerica,PSI,0.08732007950037554,,3319,1115
2025-03,diferencia_ingresos,numerica,Jensen-Shannon,0.1348576509299649,,3319,1115
2025-03,ratio_ingresos_declarados,numerica,KS,0.12975122642090353,1.974876860500741e-09,3319,1115
2025-03,ratio_ingresos_declarados,numerica,PSI,0.08427897607856631,,3319,1115
2025-03,ratio_ingresos_declarados,numerica,Jensen-Shannon,0.1416609151913637,,3319,1115
2025-03,sin_historial_ingresos,numerica,KS,0.025545540893105012,0.635554391183764,3319,1115
2025-03,sin_historial_ingresos,numerica,PSI,0.0,,3319,1115
2025-03,sin_historial_ingresos,numerica,Jensen-Shannon,0.0,,3319,1115
2025-03,dia_semana_prestamo,numerica,KS,0.057015660614183616,0.008381480496675435,3319,1115
2025-03,dia_semana_prestamo,numerica,PSI,0.05604743845911302,,3319,1115
2025-03,dia_semana_prestamo,numerica,Jensen-Shannon,0.10034793963512707,,3319,1115
2025-03,tipo_credito,categorica,Chi2,77.81315098379827,5.059800752861386e-16,3319,1115
2025-03,tipo_laboral,categorica,Chi2,31.578631615918198,1.9152553815383266e-08,3319,1115
2025-03,tendencia_ingresos,categorica,Chi2,137.66908913855949,2.497883959090482e-18,3319,1115
2025-03,probabilidad_predicha,prediccion,PSI,0.006662336918191433,,3319,1115
2025-03,probabilidad_predicha,prediccion,Jensen-Shannon,0.06322282329389665,,3319,1115
2025-03,tasa_aprobacion,agregado,diferencia_pct_puntos,0.39379196013710205,,3319,1115
2025-04,capital_prestado,numerica,KS,0.05726721089432285,0.008378061826665607,3319,1102
2025-04,capital_prestado,numerica,PSI,0.023650538090345837,,3319,1102
2025-04,capital_prestado,numerica,Jensen-Shannon,0.10363737079395793,,3319,1102
2025-04,plazo_meses,numerica,KS,0.23357542696753936,4.24328637696352e-40,3319,1102
2025-04,plazo_meses,numerica,PSI,0.27012106070526287,,3319,1102
2025-04,plazo_meses,numerica,Jensen-Shannon,0.2195850332838255,,3319,1102
2025-04,edad_cliente,numerica,KS,0.03965235631181413,0.14348968043676252,3319,1102
2025-04,edad_cliente,numerica,PSI,0.01625667218611842,,3319,1102
2025-04,edad_cliente,numerica,Jensen-Shannon,0.07867017892561436,,3319,1102
2025-04,salario_cliente,numerica,KS,0.10985969250353655,3.734937151253116e-09,3319,1102
2025-04,salario_cliente,numerica,PSI,0.10041836858417721,,3319,1102
2025-04,salario_cliente,numerica,Jensen-Shannon,0.14133142938533233,,3319,1102
2025-04,total_otros_prestamos,numerica,KS,0.12832484583892223,2.453589254501272e-12,3319,1102
2025-04,total_otros_prestamos,numerica,PSI,0.09669989540771955,,3319,1102
2025-04,total_otros_prestamos,numerica,Jensen-Shannon,0.15494791553896842,,3319,1102
2025-04,cuota_pactada,numerica,KS,0.06655296541006556,0.0012380240504702754,3319,1102
2025-04,cuota_pactada,numerica,PSI,0.028385217131952994,,3319,1102
2025-04,cuota_pactada,numerica,Jensen-Shannon,0.08840052988628802,,3319,1102
2025-04,puntaje_datacredito,numerica,KS,0.02172114751930232,0.8199686425170544,3319,1102
2025-04,puntaje_datacredito,numerica,PSI,0.010204134535056654,,3319,1102
2025-04,puntaje_datacredito,numerica,Jensen-Shannon,0.06273828247412726,,3319,1102
2025-04,cant_creditosvigentes,numerica,KS,0.031849019750444185,0.3615464792383603,3319,1102
2025-04,cant_creditosvigentes,numerica,PSI,0.010744542326363645,,3319,1102
2025-04,cant_creditosvigentes,numerica,Jensen-Shannon,0.045987331110737634,,3319,1102
2025-04,huella_consulta,numerica,KS,0.07960464115478777,5.188000731651372e-05,3319,1102
2025-04,huella_consulta,numerica,PSI,0.038994247668077964,,3319,1102
2025-04,huella_consulta,numerica,Jensen-Shannon,0.0893787356724953,,3319,1102
2025-04,saldo_mora,numerica,KS,0.007559484467944411,0.9999999998081998,3319,1102
2025-04,saldo_mora,numerica,PSI,0.0,,3319,1102
2025-04,saldo_mora,numerica,Jensen-Shannon,0.0,,3319,1102
2025-04,saldo_total,numerica,KS,0.07814370054125519,8.550457196867204e-05,3319,1102
2025-04,saldo_total,numerica,PSI,0.0270195828193752,,3319,1102
2025-04,saldo_total,numerica,Jensen-Shannon,0.08077662779315775,,3319,1102
2025-04,saldo_principal,numerica,KS,0.08260546597375151,3.3485242649381316e-05,3319,1102
2025-04,saldo_principal,numerica,PSI,0.03626986680340319,,3319,1102
2025-04,saldo_principal,numerica,Jensen-Shannon,0.10109317214791219,,3319,1102
2025-04,saldo_mora_codeudor,numerica,KS,0.0009842519685039353,1.0,3319,1102
2025-04,saldo_mora_codeudor,numerica,PSI,0.0,,3319,1102
2025-04,saldo_mora_codeudor,numerica,Jensen-Shannon,0.0,,3319,1102
2025-04,creditos_sectorFinanciero,numerica,KS,0.038966102334411834,0.1569644149606929,3319,1102
2025-04,creditos_sectorFinanciero,numerica,PSI,0.010061474392257044,,3319,1102
2025-04,creditos_sectorFinanciero,numerica,Jensen-Shannon,0.04262548413663366,,3319,1102
2025-04,creditos_sectorCooperativo,numerica,KS,0.012730694800710318,0.9990480519245124,3319,1102
2025-04,creditos_sectorCooperativo,numerica,PSI,0.0011427377593796577,,3319,1102
2025-04,creditos_sectorCooperativo,numerica,Jensen-Shannon,0.015434508781846667,,3319,1102
2025-04,creditos_sectorReal,numerica,KS,0.0274102415340593,0.5515278462705052,3319,1102
2025-04,creditos_sectorReal,numerica,PSI,0.0011671957876311912,,3319,1102
2025-04,creditos_sectorReal,numerica,Jensen-Shannon,0.0382707852213104,,3319,1102
2025-04,promedio_ingresos_datacredito,numerica,KS,0.1533128277531263,8.81335562365675e-13,3319,1102
2025-04,promedio_ingresos_datacredito,numerica,PSI,0.6470321640955584,,3319,1102
2025-04,promedio_ingresos_datacredito,numerica,Jensen-Shannon,0.3397495438798428,,3319,1102
2025-04,ratio_cuota_salario,numerica,KS,0.0443525157575721,0.07451964542395202,3319,1102
2025-04,ratio_cuota_salario,numerica,PSI,0.011563121983851923,,3319,1102
2025-04,ratio_cuota_salario,numerica,Jensen-Shannon,0.0714286998762057,,3319,1102
2025-04,ratio_endeudamiento,numerica,KS,0.1022171598713193,5.60844492616627e-08,3319,1102
2025-04,ratio_endeudamiento,numerica,PSI,0.07969796613774997,,3319,1102
2025-04,ratio_endeudamiento,numerica,Jensen-Shannon,0.14308291226933706,,3319,1102
2025-04,ratio_capital_salario,numerica,KS,0.10371275202660002,3.359300803752311e-08,3319,1102
2025-04,ratio_capital_salario,numerica,PSI,0.07014987078378679,,3319,1102
2025-04,ratio_capital_salario,numerica,Jensen-Shannon,0.12915240189235733,,3319,1102
2025-04,carga_total,numerica,KS,0.07211209842788785,0.000345271444780425,3319,1102
2025-04,carga_total,numerica,PSI,0.03883740303705077,,3319,1102
2025-04,carga_total,numerica,Jensen-Shannon,0.09230659300919006,,3319,1102
2025-04,total_creditos_sectores,numerica,KS,0.04880605478329958,0.03728950891153681,3319,1102
2025-04,total_creditos_sectores,numerica,PSI,0.013289950310391232,,3319,1102
2025-04,total_creditos_sectores,numerica,Jensen-Shannon,0.048987418653045886,,3319,1102
2025-04,diferencia_ingresos,numerica,KS,0.15232116444803012,1.2723590719662377e-12,3319,1102
2025-04,diferencia_ingresos,numerica,PSI,0.12133258955537296,,3319,1102
2025-04,diferencia_ingresos,numerica,Jensen-Shannon,0.17234903803397567,,3319,1102
2025-04,ratio_ingresos_declarados,numerica,KS,0.1408286264239058,7.610987254554495e-11,3319,1102
2025-04,ratio_ingresos_declarados,numerica,PSI,0.09980838361143216,,3319,1102
2025-04,ratio_ingresos_declarados,numerica,Jensen-Shannon,0.17050183863242194,,3319,1102
2025-04,sin_historial_ingresos,numerica,KS,0.01611466511079307,0.9797593445262612,3319,1102
2025-04,sin_historial_ingresos,numerica,PSI,0.0,,3319,1102
2025-04,sin_historial_ingresos,numerica,Jensen-Shannon,0.0,,3319,1102
2025-04,dia_semana_prestamo,numerica,KS,0.024533442988152188,0.6899686884863705,3319,1102
2025-04,dia_semana_prestamo,numerica,PSI,0.009161341845753844,,3319,1102
2025-04,dia_semana_prestamo,numerica,Jensen-Shannon,0.040632996923500586,,3319,1102
2025-04,tipo_credito,categorica,Chi2,178.61290394061896,1.4805377682916891e-37,3319,1102
2025-04,tipo_laboral,categorica,Chi2,32.16497521160199,1.416208883054006e-08,3319,1102
2025-04,tendencia_ingresos,categorica,Chi2,124.70602493155249,3.249131345011999e-15,3319,1102
2025-04,probabilidad_predicha,prediccion,PSI,0.011527263916702817,,3319,1102
2025-04,probabilidad_predicha,prediccion,Jensen-Shannon,0.06383523863391809,,3319,1102
2025-04,tasa_aprobacion,agregado,diferencia_pct_puntos,-0.4260789634994877,,3319,1102
2025-05,capital_prestado,numerica,KS,0.08826430103739707,5.471095861437533e-06,3319,1083
2025-05,capital_prestado,numerica,PSI,0.03755361732886018,,3319,1083
2025-05,capital_prestado,numerica,Jensen-Shannon,0.11107725264371235,,3319,1083
2025-05,plazo_meses,numerica,KS,0.3311057491813134,6.714509687352591e-80,3319,1083
2025-05,plazo_meses,numerica,PSI,0.6167555249776822,,3319,1083
2025-05,plazo_meses,numerica,Jensen-Shannon,0.32542131171159633,,3319,1083
2025-05,edad_cliente,numerica,KS,0.03194706768189082,0.36578250936382445,3319,1083
2025-05,edad_cliente,numerica,PSI,0.011533888844184565,,3319,1083
2025-05,edad_cliente,numerica,Jensen-Shannon,0.06360667591774709,,3319,1083
2025-05,salario_cliente,numerica,KS,0.11748635476037267,2.8056408622630923e-10,3319,1083
2025-05,salario_cliente,numerica,PSI,0.09335296086953045,,3319,1083
2025-05,salario_cliente,numerica,Jensen-Shannon,0.13679601769302813,,3319,1083
2025-05,total_otros_prestamos,numerica,KS,0.13651165385117214,9.86582473887815e-14,3319,1083
2025-05,total_otros_prestamos,numerica,PSI,0.15513363782876957,,3319,1083
2025-05,total_otros_prestamos,numerica,Jensen-Shannon,0.17595743188675725,,3319,1083
2025-05,cuota_pactada,numerica,KS,0.08965254194142841,3.647992555039892e-06,3319,1083
2025-05,cuota_pactada,numerica,PSI,0.05502031435430999,,3319,1083
2025-05,cuota_pactada,numerica,Jensen-Shannon,0.10746304448787916,,3319,1083
2025-05,puntaje_datacredito,numerica,KS,0.020144970744459485,0.8864473800974935,3319,1083
2025-05,puntaje_datacredito,numerica,PSI,0.007112411230366762,,3319,1083
2025-05,puntaje_datacredito,numerica,Jensen-Shannon,0.07363665393434528,,3319,1083
2025-05,cant_creditosvigentes,numerica,KS,0.03266094065979552,0.3394722429475103,3319,1083
2025-05,cant_creditosvigentes,numerica,PSI,0.026012541792423134,,3319,1083
2025-05,cant_creditosvigentes,numerica,Jensen-Shannon,0.07169579122155403,,3319,1083
2025-05,huella_consulta,numerica,KS,0.03927302914999875,0.15596581266423618,3319,1083
2025-05,huella_consulta,numerica,PSI,0.017903425999018296,,3319,1083
2025-05,huella_consulta,numerica,Jensen-Shannon,0.06079767209720765,,3319,1083
2025-05,saldo_mora,numerica,KS,0.011235955056179692,0.9999373305037863,3319,1083
2025-05,saldo_mora,numerica,PSI,0.0,,3319,1083
2025-05,saldo_mora,numerica,Jensen-Shannon,0.0,,3319,1083
2025-05,saldo_total,numerica,KS,0.06514854406247284,0.0021539851954761186,3319,1083
2025-05,saldo_total,numerica,PSI,0.02329829512732441,,3319,1083
2025-05,saldo_total,numerica,Jensen-Shannon,0.08622724246440615,,3319,1083
2025-05,saldo_principal,numerica,KS,0.07183508739325739,0.0006086876177075277,3319,1083
2025-05,saldo_principal,numerica,PSI,0.04006498417866551,,3319,1083
2025-05,saldo_principal,numerica,Jensen-Shannon,0.09594987353214574,,3319,1083
2025-05,saldo_mora_codeudor,numerica,KS,0.0009842519685039353,1.0,3319,1083
2025-05,saldo_mora_codeudor,numerica,PSI,0.0,,3319,1083
2025-05,saldo_mora_codeudor,numerica,Jensen-Shannon,0.0,,3319,1083
2025-05,creditos_sectorFinanciero,numerica,KS,0.04281874664937346,0.09669875848297843,3319,1083
2025-05,creditos_sectorFinanciero,numerica,PSI,0.017696500974117985,,3319,1083
2025-05,creditos_sectorFinanciero,numerica,Jensen-Shannon,0.06058039250152451,,3319,1083
2025-05,creditos_sectorCooperativo,numerica,KS,0.007802804135344288,0.9999999992225006,3319,1083
2025-05,creditos_sectorCooperativo,numerica,PSI,0.0013292873173088341,,3319,1083
2025-05,creditos_sectorCooperativo,numerica,Jensen-Shannon,0.017322314893319396,,3319,1083
2025-05,creditos_sectorReal,numerica,KS,0.033555368416601394,0.30834200665920425,3319,1083
2025-05,creditos_sectorReal,numerica,PSI,0.001792638135781047,,3319,1083
2025-05,creditos_sectorReal,numerica,Jensen-Shannon,0.021400771075412238,,3319,1083
2025-05,promedio_ingresos_datacredito,numerica,KS,0.17685778615337067,1.2713792411735313e-16,3319,1083
2025-05,promedio_ingresos_datacredito,numerica,PSI,0.6857987959502693,,3319,1083
2025-05,promedio_ingresos_datacredito,numerica,Jensen-Shannon,0.3603712524570382,,3319,1083
2025-05,ratio_cuota_salario,numerica,KS,0.055174098593540666,0.013278088985386006,3319,1083
2025-05,ratio_cuota_salario,numerica,PSI,0.01574753559598052,,3319,1083
2025-05,ratio_cuota_salario,numerica,Jensen-Shannon,0.06731991502399838,,3319,1083
2025-05,ratio_endeudamiento,numerica,KS,0.10616532429326342,1.8205311621703568e-08,3319,1083
2025-05,ratio_endeudamiento,numerica,PSI,0.1073507716383196,,3319,1083
2025-05,ratio_endeudamiento,numerica,Jensen-Shannon,0.16749358424371097,,3319,1083
2025-05,ratio_capital_salario,numerica,KS,0.14849240604571406,3.6348741953180926e-16,3319,1083
2025-05,ratio_capital_salario,numerica,PSI,0.14463012603488629,,3319,1083
2025-05,ratio_capital_salario,numerica,Jensen-Shannon,0.1680375581917463,,3319,1083
2025-05,carga_total,numerica,KS,0.07602738904677964,0.00014924642043271088,3319,1083
2025-05,carga_total,numerica,PSI,0.0589962353943804,,3319,1083
2025-05,carga_total,numerica,Jensen-Shannon,0.11551939991015586,,3319,1083
2025-05,total_creditos_sectores,numerica,KS,0.045876771502502245,0.0619298777746301,3319,1083
2025-05,total_creditos_sectores,numerica,PSI,0.014277867696208216,,3319,1083
2025-05,total_creditos_sectores,numerica,Jensen-Shannon,0.0571301489846135,,3319,1083
2025-05,diferencia_ingresos,numerica,KS,0.17379224046155428,4.5923315697156e-16,3319,1083
2025-05,diferencia_ingresos,numerica,PSI,0.16801628236065339,,3319,1083
2025-05,diferencia_ingresos,numerica,Jensen-Shannon,0.18368898593095737,,3319,1083
2025-05,ratio_ingresos_declarados,numerica,KS,0.15294841383904945,1.5742296632205455e-12,3319,1083
2025-05,ratio_ingresos_declarados,numerica,PSI,0.1457698610131678,,3319,1083
2025-05,ratio_ingresos_declarados,numerica,Jensen-Shannon,0.17712265680637673,,3319,1083
